global_day,month,cycle,variant,day_in_variant,day_type,meal_count,egg_equivalent_units,dairy_meals,pasta_rice_primary_meals,plant_protein_main_meals,energy_kcal,energy_reference_kcal,energy_delta_kcal,energy_delta_pct,direct_hard_failures,direct_soft_warnings,hard_windows_touching,hard_kinds_touching,soft_windows_touching,recipe_repeat_warnings,high_recipe_repeat_warnings,off_season_occurrences,review_score
98,Dicembre,4,2,3,D3,3,3.2,1,1,0,1471.8,1467.0,4.8,0.0033,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,138
99,Dicembre,4,2,4,D4,5,5.6,1,1,0,1613.6,1614.0,-0.4,-0.0002,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,1,141
100,Dicembre,4,2,5,D5,5,1.6,1,0,0,1639.0,1626.0,13.0,0.008,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 6, ""plant_protein_main"": 7}",7,0,0,0,123
101,Dicembre,4,3,1,D1,5,2.0,2,1,0,1615.2,1612.0,3.2,0.002,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 5, ""plant_protein_main"": 7}",7,3,0,0,208
102,Dicembre,4,3,2,D2,6,1.0,3,1,0,1700.1,1709.0,-8.9,-0.0052,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 4, ""plant_protein_main"": 7}",7,3,0,0,204
103,Dicembre,4,3,3,D3,3,0.0,1,1,0,1464.6,1467.0,-2.4,-0.0016,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 3, ""plant_protein_main"": 7}",7,1,0,0,114
104,Dicembre,4,3,4,D4,5,0.0,2,1,0,1620.8,1614.0,6.8,0.0042,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 2, ""plant_protein_main"": 7}",7,1,0,0,190
105,Dicembre,4,3,5,D5,5,0.0,3,2,0,1607.5,1626.0,-18.5,-0.0114,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 2, ""plant_protein_main"": 7}",7,1,0,0,190
106,Dicembre,4,4,1,D1,5,0.0,3,2,1,1535.7,1612.0,-76.3,-0.0473,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 2, ""plant_protein_main"": 7}",7,2,1,0,198
107,Dicembre,4,4,2,D2,6,0.0,3,2,0,1702.1,1709.0,-6.9,-0.004,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 3, ""plant_protein_main"": 7}",7,2,0,0,197
108,Dicembre,4,4,3,D3,3,1.6,2,1,0,1458.9,1467.0,-8.1,-0.0055,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 4, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,1,0,0,214
109,Dicembre,4,4,4,D4,5,1.6,3,0,0,1608.3,1614.0,-5.7,-0.0035,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 5, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,0,0,1,222
110,Dicembre,4,4,5,D5,5,0.0,1,0,0,1640.4,1626.0,14.4,0.0089,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 6, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,0,0,0,143
111,Dicembre,4,5,1,D1,5,5.2,3,1,0,1611.3,1612.0,-0.7,-0.0004,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,4,0,0,247
112,Dicembre,4,5,2,D2,6,3.6,2,0,0,1712.7,1709.0,3.7,0.0022,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,2,0,0,241
113,Dicembre,4,5,3,D3,3,6.4,1,2,0,1459.3,1467.0,-7.7,-0.0052,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,1,0,0,158
114,Dicembre,4,5,4,D4,5,2.0,2,0,0,1613.6,1614.0,-0.4,-0.0002,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,1,0,0,230
115,Dicembre,4,5,5,D5,5,5.6,2,1,0,1625.3,1626.0,-0.7,-0.0004,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,1,0,1,237
116,Dicembre,4,6,1,D1,5,4.2,2,1,0,1577.8,1612.0,-34.2,-0.0212,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,1,0,226
117,Dicembre,4,6,2,D2,6,5.6,5,0,0,1712.3,1709.0,3.3,0.0019,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,218
118,Dicembre,4,6,3,D3,3,2.2,0,1,0,1475.5,1467.0,8.5,0.0058,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,138
119,Dicembre,4,6,4,D4,5,0.0,4,1,0,1603.6,1614.0,-10.4,-0.0064,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,1,213
120,Dicembre,4,6,5,D5,5,1.6,2,1,0,1640.1,1626.0,14.1,0.0087,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,0,0,0,207
121,Gennaio,5,1,1,D1,5,6.2,3,1,0,1619.2,1612.0,7.2,0.0045,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,218
122,Gennaio,5,1,2,D2,6,0.0,3,0,0,1711.6,1709.0,2.6,0.0015,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,0,0,213
123,Gennaio,5,1,3,D3,3,6.8,1,1,0,1471.8,1467.0,4.8,0.0033,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,138
124,Gennaio,5,1,4,D4,5,0.6,3,1,0,1618.1,1614.0,4.1,0.0025,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,0,0,0,207
125,Gennaio,5,1,5,D5,5,0.0,3,1,0,1614.0,1626.0,-12.0,-0.0074,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,0,0,2,213
126,Gennaio,5,2,1,D1,5,0.0,1,2,0,1595.1,1612.0,-16.9,-0.0105,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,1,1,138
127,Gennaio,5,2,2,D2,6,0.0,1,0,0,1647.4,1709.0,-61.6,-0.036,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,2,0,0,149
128,Gennaio,5,2,3,D3,3,1.6,2,0,0,1465.5,1467.0,-1.5,-0.001,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,1,0,0,230
129,Gennaio,5,2,4,D4,5,5.6,1,1,0,1624.3,1614.0,10.3,0.0064,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,1,0,0,158
130,Gennaio,5,2,5,D5,5,1.6,1,0,0,1639.2,1626.0,13.2,0.0081,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,0,0,0,147
131,Gennaio,5,3,1,D1,5,2.0,4,2,0,1606.7,1612.0,-5.3,-0.0033,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,3,0,3,245
132,Gennaio,5,3,2,D2,6,2.0,1,1,0,1611.7,1709.0,-97.3,-0.0569,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,3,0,0,156
133,Gennaio,5,3,3,D3,3,1.6,0,0,0,1465.9,1467.0,-1.1,-0.0007,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,1,0,0,150
134,Gennaio,5,3,4,D4,5,0.0,3,0,0,1622.7,1614.0,8.7,0.0054,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,1,0,0,226
135,Gennaio,5,3,5,D5,5,0.0,3,1,0,1620.0,1626.0,-6.0,-0.0037,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,210
136,Gennaio,5,4,1,D1,5,4.2,2,1,0,1612.5,1612.0,0.5,0.0003,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,1,0,226
137,Gennaio,5,4,2,D2,6,2.0,3,2,0,1712.4,1709.0,3.4,0.002,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,0,0,213
138,Gennaio,5,4,3,D3,3,5.6,1,0,0,1468.5,1467.0,1.5,0.001,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,1,141
139,Gennaio,5,4,4,D4,5,0.0,2,1,0,1608.9,1614.0,-5.1,-0.0032,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,0,0,0,207
140,Gennaio,5,4,5,D5,5,0.0,0,0,0,1639.9,1626.0,13.9,0.0085,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,0,0,0,143
141,Gennaio,5,5,1,D1,5,5.2,2,1,0,1613.6,1612.0,1.6,0.001,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,4,0,0,247
142,Gennaio,5,5,2,D2,6,4.6,3,0,0,1721.8,1709.0,12.8,0.0075,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",7,2,0,0,245
143,Gennaio,5,5,3,D3,3,6.2,2,1,0,1458.9,1467.0,-8.1,-0.0055,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",7,1,0,1,245
144,Gennaio,5,5,4,D4,5,0.0,3,2,0,1611.7,1614.0,-2.3,-0.0014,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",7,1,0,0,234
145,Gennaio,5,5,5,D5,5,9.6,2,0,0,1624.8,1626.0,-1.2,-0.0007,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",7,1,0,1,249
146,Gennaio,5,6,1,D1,5,2.0,5,0,0,1615.5,1612.0,3.5,0.0022,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,2,1,0,250
147,Gennaio,5,6,2,D2,6,3.6,4,0,0,1713.5,1709.0,4.5,0.0026,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,1,0,2,256
148,Gennaio,5,6,3,D3,3,1.6,1,0,0,1468.8,1467.0,1.8,0.0012,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,1,0,0,162
149,Gennaio,5,6,4,D4,5,1.0,3,2,0,1581.2,1614.0,-32.8,-0.0203,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",7,1,0,0,238
150,Gennaio,5,6,5,D5,5,1.6,0,1,0,1645.0,1626.0,19.0,0.0117,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,0,0,0,159
151,Febbraio,6,1,1,D1,5,6.8,2,0,0,1602.3,1612.0,-9.7,-0.006,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,1,0,0,254
152,Febbraio,6,1,2,D2,6,0.0,4,0,0,1711.4,1709.0,2.4,0.0014,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,2,0,1,252
153,Febbraio,6,1,3,D3,3,5.2,2,0,0,1471.0,1467.0,4.0,0.0027,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,1,0,1,257
154,Febbraio,6,1,4,D4,5,0.0,1,1,0,1543.6,1614.0,-70.4,-0.0436,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,0,0,0,163
155,Febbraio,6,1,5,D5,5,0.0,2,1,0,1625.3,1626.0,-0.7,-0.0004,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,0,0,0,243
156,Febbraio,6,2,1,D1,5,0.0,1,0,0,1617.6,1612.0,5.6,0.0035,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",7,1,1,0,175
157,Febbraio,6,2,2,D2,6,0.0,1,1,0,1627.7,1709.0,-81.3,-0.0476,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",7,2,0,0,169
158,Febbraio,6,2,3,D3,3,1.6,1,1,0,1459.2,1467.0,-7.8,-0.0053,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,1,0,0,162
159,Febbraio,6,2,4,D4,5,8.6,1,0,0,1621.2,1614.0,7.2,0.0045,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",7,1,0,2,172
160,Febbraio,6,2,5,D5,5,0.0,1,0,0,1625.8,1626.0,-0.2,-0.0001,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",7,0,0,0,151
161,Febbraio,6,3,1,D1,5,0.0,2,1,0,1592.4,1612.0,-19.6,-0.0122,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,3,0,0,236
162,Febbraio,6,3,2,D2,6,0.0,4,1,0,1704.3,1709.0,-4.7,-0.0028,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,3,0,1,235
163,Febbraio,6,3,3,D3,3,3.2,1,1,0,1475.4,1467.0,8.4,0.0057,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,138
164,Febbraio,6,3,4,D4,5,5.6,1,1,0,1622.4,1614.0,8.4,0.0052,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,1,141
165,Febbraio,6,3,5,D5,5,0.0,4,1,0,1624.2,1626.0,-1.8,-0.0011,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,210
166,Febbraio,6,4,1,D1,5,2.0,3,1,1,1546.6,1612.0,-65.4,-0.0406,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,1,0,218
167,Febbraio,6,4,2,D2,6,1.0,5,2,0,1712.7,1709.0,3.7,0.0022,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,2,0,0,213
168,Febbraio,6,4,3,D3,3,0.6,1,1,0,1462.7,1467.0,-4.3,-0.0029,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,1,0,0,130
169,Febbraio,6,4,4,D4,5,0.0,2,2,0,1585.9,1614.0,-28.1,-0.0174,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",7,0,0,1,210
170,Febbraio,6,4,5,D5,5,1.6,2,1,0,1640.7,1626.0,14.7,0.009,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",7,0,0,0,223
171,Febbraio,6,5,1,D1,5,3.6,3,1,0,1619.2,1612.0,7.2,0.0045,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",7,4,0,0,247
172,Febbraio,6,5,2,D2,6,3.6,2,0,0,1714.5,1709.0,5.5,0.0032,"[""cheese_dairy_day""]","[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",7,2,0,0,245
173,Febbraio,6,5,3,D3,3,1.6,3,1,0,1469.5,1467.0,2.5,0.0017,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",7,1,0,0,238
174,Febbraio,6,5,4,D4,5,1.6,3,0,0,1553.4,1614.0,-60.6,-0.0375,"[""cheese_dairy_day""]",[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",7,1,0,1,245
175,Febbraio,6,5,5,D5,5,5.2,1,0,0,1623.6,1626.0,-2.4,-0.0015,[],"[""egg_daily_spread""]",6,"{""cheese_dairy_window"": 6, ""egg_equivalent"": 6, ""pasta_rice"": 5, ""plant_protein_main"": 6}",6,1,0,0,157
176,Febbraio,6,6,1,D1,5,3.6,4,0,0,1619.6,1612.0,7.6,0.0047,"[""cheese_dairy_day""]","[""egg_daily_spread""]",5,"{""cheese_dairy_window"": 5, ""egg_equivalent"": 5, ""pasta_rice"": 5, ""plant_protein_main"": 5}",5,2,1,0,232
177,Febbraio,6,6,2,D2,6,3.6,2,1,0,1710.1,1709.0,1.1,0.0006,"[""cheese_dairy_day""]","[""egg_daily_spread""]",4,"{""cheese_dairy_window"": 4, ""egg_equivalent"": 4, ""pasta_rice"": 4, ""plant_protein_main"": 4}",4,1,0,0,207
178,Febbraio,6,6,3,D3,3,1.6,1,1,0,1464.2,1467.0,-2.8,-0.0019,[],[],3,"{""cheese_dairy_window"": 3, ""egg_equivalent"": 3, ""pasta_rice"": 3, ""plant_protein_main"": 3}",3,1,0,0,102
179,Febbraio,6,6,4,D4,5,2.0,3,1,0,1618.4,1614.0,4.4,0.0027,"[""cheese_dairy_day""]",[],2,"{""cheese_dairy_window"": 2, ""egg_equivalent"": 2, ""pasta_rice"": 2, ""plant_protein_main"": 2}",2,1,0,0,165
180,Febbraio,6,6,5,D5,5,1.6,1,0,0,1684.4,1626.0,58.4,0.0359,[],[],1,"{""cheese_dairy_window"": 1, ""egg_equivalent"": 1, ""pasta_rice"": 1, ""plant_protein_main"": 1}",1,0,0,0,65
