global_day,month,cycle,variant,day_in_variant,day_type,review_score,direct_hard_failures,direct_soft_warnings,hard_windows_touching,hard_kinds_touching,recipe_repeat_warnings,high_recipe_repeat_warnings,off_season_occurrences,egg_equivalent_units,dairy_meals,pasta_rice_primary_meals,plant_protein_main_meals,energy_kcal
68,Novembre,3,2,3,D3,178,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",1,0,0,3.2,0,0,0,1469.7
156,Febbraio,6,2,1,D1,175,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",1,1,0,0.0,1,0,0,1617.6
7,Settembre,1,2,2,D2,173,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",2,0,0,2.0,1,2,0,1710.8
67,Novembre,3,2,2,D2,173,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",2,0,0,2.0,1,0,0,1601.9
159,Febbraio,6,2,4,D4,172,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",1,0,2,8.6,1,0,0,1621.2
13,Settembre,1,3,3,D3,170,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",1,0,0,4.2,1,0,0,1454.7
63,Novembre,3,1,3,D3,170,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",1,0,0,6.8,1,0,0,1466.6
157,Febbraio,6,2,2,D2,169,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",2,0,0,0.0,1,1,0,1627.7
10,Settembre,1,2,5,D5,167,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 7, ""plant_protein_main"": 7}",0,0,0,1.6,0,0,0,1650.5
53,Ottobre,2,5,3,D3,166,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 4, ""plant_protein_main"": 7}",1,0,0,2.2,1,1,0,1466.6
179,Febbraio,6,6,4,D4,165,"[""cheese_dairy_day""]",[],2,"{""cheese_dairy_window"": 2, ""egg_equivalent"": 2, ""pasta_rice"": 2, ""plant_protein_main"": 2}",1,0,0,2.0,3,1,0,1618.4
154,Febbraio,6,1,4,D4,163,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 6, ""plant_protein_main"": 7}",0,0,0,0.0,1,1,0,1543.6
2,Settembre,1,1,2,D2,162,"[""cheese_dairy_day""]",[],2,"{""cheese_dairy_window"": 2, ""egg_equivalent"": 2, ""pasta_rice"": 2, ""plant_protein_main"": 2}",0,0,0,2.0,2,0,0,1707.7
148,Gennaio,5,6,3,D3,162,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",1,0,0,1.6,1,0,0,1468.8
158,Febbraio,6,2,3,D3,162,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",1,0,0,1.6,1,1,0,1459.2
88,Novembre,3,6,3,D3,160,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",1,0,2,7.2,1,0,0,1474.0
150,Gennaio,5,6,5,D5,159,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 5, ""plant_protein_main"": 7}",0,0,0,1.6,0,1,0,1645.0
6,Settembre,1,2,1,D1,158,[],[],6,"{""cheese_dairy_window"": 6, ""egg_equivalent"": 6, ""pasta_rice"": 6, ""plant_protein_main"": 6}",1,1,0,1.0,0,0,0,1612.4
113,Dicembre,4,5,3,D3,158,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",1,0,0,6.4,1,2,0,1459.3
129,Gennaio,5,2,4,D4,158,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",1,0,0,5.6,1,1,0,1624.3
175,Febbraio,6,5,5,D5,157,[],"[""egg_daily_spread""]",6,"{""cheese_dairy_window"": 6, ""egg_equivalent"": 6, ""pasta_rice"": 5, ""plant_protein_main"": 6}",1,0,0,5.2,1,0,0,1623.6
132,Gennaio,5,3,2,D2,156,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",3,0,0,2.0,1,1,0,1611.7
70,Novembre,3,2,5,D5,155,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 6, ""pasta_rice"": 5, ""plant_protein_main"": 7}",0,0,0,0.0,0,1,0,1647.0
1,Settembre,1,1,1,D1,153,"[""cheese_dairy_day""]","[""egg_daily_spread""]",1,"{""cheese_dairy_window"": 1, ""egg_equivalent"": 1, ""pasta_rice"": 1, ""plant_protein_main"": 1}",0,0,0,6.8,4,0,0,1618.6
72,Novembre,3,3,2,D2,152,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 5, ""pasta_rice"": 3, ""plant_protein_main"": 7}",3,0,0,2.0,1,1,0,1709.7
50,Ottobre,2,4,5,D5,151,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1630.1
160,Febbraio,6,2,5,D5,151,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 3, ""plant_protein_main"": 7}",0,0,0,0.0,1,0,0,1625.8
133,Gennaio,5,3,3,D3,150,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",1,0,0,1.6,0,0,0,1465.9
127,Gennaio,5,2,2,D2,149,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",2,0,0,0.0,1,0,0,1647.4
60,Ottobre,2,6,5,D5,147,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1641.0
130,Gennaio,5,2,5,D5,147,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 2, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1639.2
18,Settembre,1,4,3,D3,146,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",1,0,0,1.6,1,0,0,1469.1
48,Ottobre,2,4,3,D3,146,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",1,0,0,1.6,1,1,0,1475.9
110,Dicembre,4,4,5,D5,143,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 6, ""pasta_rice"": 2, ""plant_protein_main"": 7}",0,0,0,0.0,1,0,0,1640.4
140,Gennaio,5,4,5,D5,143,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""pasta_rice"": 1, ""plant_protein_main"": 7}",0,0,0,0.0,0,0,0,1639.9
73,Novembre,3,3,3,D3,142,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 5, ""pasta_rice"": 2, ""plant_protein_main"": 7}",1,0,0,1.6,1,0,0,1450.1
78,Novembre,3,4,3,D3,141,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,1,4.2,1,1,0,1446.5
99,Dicembre,4,2,4,D4,141,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,1,5.6,1,1,0,1613.6
138,Gennaio,5,4,3,D3,141,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,1,5.6,1,0,0,1468.5
164,Febbraio,6,3,4,D4,141,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,1,5.6,1,1,0,1622.4
27,Settembre,1,6,2,D2,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,3.6,1,1,0,1711.4
28,Settembre,1,6,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,4.8,1,1,0,1464.4
29,Settembre,1,6,4,D4,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,4.2,1,2,0,1613.6
33,Ottobre,2,1,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,6.8,1,1,0,1470.2
91,Dicembre,4,1,1,D1,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,6.8,1,1,0,1615.2
93,Dicembre,4,1,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,6.8,0,1,0,1467.5
98,Dicembre,4,2,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,3.2,1,1,0,1471.8
118,Dicembre,4,6,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,2.2,0,1,0,1475.5
123,Gennaio,5,1,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,6.8,1,1,0,1471.8
126,Gennaio,5,2,1,D1,138,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,1,1,0.0,1,2,0,1595.1
163,Febbraio,6,3,3,D3,138,[],"[""egg_daily_spread""]",7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,3.2,1,1,0,1475.4
36,Ottobre,2,2,1,D1,135,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,1,0,2.0,1,2,0,1602.9
96,Dicembre,4,2,1,D1,135,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,1,0,0.0,1,1,0,1573.4
38,Ottobre,2,2,3,D3,130,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,0.6,1,1,0,1466.5
168,Febbraio,6,4,3,D3,130,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",1,0,0,0.6,1,1,0,1462.7
20,Settembre,1,4,5,D5,127,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",0,0,0,1.6,0,1,0,1673.7
30,Settembre,1,6,5,D5,127,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1647.4
80,Novembre,3,4,5,D5,127,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1640.6
90,Novembre,3,6,5,D5,127,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",0,0,0,0.0,0,0,0,1631.2
95,Dicembre,4,1,5,D5,127,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 7, ""plant_protein_main"": 7}",0,0,0,2.0,1,1,0,1535.4
100,Dicembre,4,2,5,D5,123,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 6, ""plant_protein_main"": 7}",0,0,0,1.6,1,0,0,1639.0
103,Dicembre,4,3,3,D3,114,[],[],7,"{""cheese_dairy_window"": 7, ""egg_equivalent"": 3, ""plant_protein_main"": 7}",1,0,0,0.0,1,1,0,1464.6
3,Settembre,1,1,3,D3,107,[],"[""egg_daily_spread""]",3,"{""cheese_dairy_window"": 3, ""egg_equivalent"": 3, ""pasta_rice"": 3, ""plant_protein_main"": 3}",0,0,0,8.4,0,0,0,1457.8
178,Febbraio,6,6,3,D3,102,[],[],3,"{""cheese_dairy_window"": 3, ""egg_equivalent"": 3, ""pasta_rice"": 3, ""plant_protein_main"": 3}",1,0,0,1.6,1,1,0,1464.2
180,Febbraio,6,6,5,D5,65,[],[],1,"{""cheese_dairy_window"": 1, ""egg_equivalent"": 1, ""pasta_rice"": 1, ""plant_protein_main"": 1}",0,0,0,1.6,1,0,0,1684.4
